id,instrument_1,instrument_2
457,flute_synthetic_000-058-100,string_acoustic_071-051-127
458,guitar_acoustic_021-069-127,keyboard_acoustic_004-063-127
459,keyboard_electronic_003-053-100,string_acoustic_080-051-127
460,keyboard_synthetic_000-071-127,flute_synthetic_000-064-100
461,guitar_acoustic_010-049-127,keyboard_electronic_003-082-025
462,keyboard_electronic_002-053-127,flute_synthetic_000-058-100
463,flute_synthetic_000-066-075,string_acoustic_056-056-075
464,flute_synthetic_000-079-025,string_acoustic_057-083-127
465,flute_synthetic_000-083-127,guitar_acoustic_014-060-050
466,flute_acoustic_002-068-050,string_acoustic_014-062-127
467,string_acoustic_056-069-025,flute_acoustic_002-083-100
468,keyboard_electronic_098-065-100,string_acoustic_056-056-025
469,flute_synthetic_000-051-100,keyboard_electronic_002-060-050
470,string_acoustic_014-064-075,keyboard_electronic_001-070-100
471,flute_synthetic_000-077-075,string_acoustic_056-051-025
472,guitar_acoustic_015-054-025,flute_acoustic_002-078-100
473,flute_synthetic_000-049-025,keyboard_synthetic_000-065-050
474,guitar_electronic_028-076-025,string_acoustic_056-067-025
475,string_acoustic_056-069-025,guitar_acoustic_015-077-127
476,string_acoustic_080-048-127,keyboard_electronic_078-070-025
477,guitar_acoustic_010-063-025,flute_synthetic_000-057-100
478,keyboard_electronic_001-053-025,flute_synthetic_000-081-075
479,keyboard_electronic_069-081-075,flute_acoustic_002-074-025
480,keyboard_acoustic_004-082-100,flute_synthetic_000-052-025
481,flute_synthetic_000-063-075,string_acoustic_056-052-075
482,guitar_electronic_022-055-100,string_acoustic_071-054-075
483,guitar_acoustic_010-057-025,string_acoustic_056-051-025
484,keyboard_electronic_069-063-100,flute_acoustic_002-077-100
485,keyboard_acoustic_004-081-075,flute_synthetic_000-083-050
486,flute_synthetic_000-076-025,string_acoustic_014-054-127
487,string_acoustic_056-057-127,keyboard_electronic_003-081-025
488,flute_synthetic_000-070-127,guitar_acoustic_015-068-127
489,keyboard_electronic_002-064-025,guitar_acoustic_010-052-025
490,guitar_acoustic_021-065-127,string_acoustic_014-063-050
491,string_acoustic_056-056-025,flute_synthetic_000-079-127
492,keyboard_electronic_078-072-025,guitar_acoustic_010-061-025
493,keyboard_electronic_078-061-025,guitar_acoustic_015-066-100
494,keyboard_electronic_003-073-075,flute_acoustic_002-071-127
495,flute_synthetic_000-061-050,guitar_acoustic_010-060-100
496,guitar_electronic_028-067-025,keyboard_electronic_003-065-050
497,keyboard_electronic_078-072-025,string_acoustic_014-050-127
498,guitar_acoustic_021-084-100,keyboard_electronic_002-062-075
499,flute_acoustic_002-071-127,string_acoustic_014-053-025
500,guitar_electronic_022-059-050,flute_synthetic_000-061-075
501,keyboard_electronic_003-081-025,string_acoustic_057-060-127
502,string_acoustic_056-072-025,flute_acoustic_002-067-050
503,flute_synthetic_000-071-127,keyboard_electronic_078-048-050
504,guitar_electronic_022-050-075,flute_synthetic_000-058-025
505,flute_synthetic_000-068-050,keyboard_acoustic_004-065-025
506,flute_synthetic_000-052-050,string_acoustic_014-059-050
507,flute_synthetic_000-064-127,string_acoustic_057-083-127
508,guitar_acoustic_030-051-127,flute_acoustic_002-077-050
509,flute_synthetic_000-073-127,string_acoustic_057-061-100
510,keyboard_electronic_002-055-075,string_acoustic_057-058-127
511,flute_synthetic_000-083-050,guitar_acoustic_010-070-025
512,string_acoustic_056-065-100,flute_synthetic_000-052-127
513,guitar_acoustic_021-071-100,string_acoustic_056-072-025
514,guitar_acoustic_030-059-075,flute_synthetic_000-083-050
515,flute_synthetic_000-080-050,keyboard_acoustic_004-063-127
516,guitar_electronic_022-050-075,flute_synthetic_000-053-025
517,string_acoustic_057-084-127,guitar_acoustic_021-069-025
518,string_acoustic_056-050-127,keyboard_electronic_001-065-050
519,keyboard_electronic_002-072-075,guitar_electronic_022-060-075
520,keyboard_electronic_002-053-127,guitar_acoustic_015-060-025
521,flute_synthetic_000-072-025,guitar_acoustic_021-054-100
522,guitar_acoustic_014-063-127,keyboard_electronic_003-050-050
523,flute_synthetic_000-073-050,keyboard_acoustic_004-073-050
524,string_acoustic_057-073-127,keyboard_electronic_001-071-025
525,flute_acoustic_002-078-100,guitar_electronic_028-055-050
526,keyboard_electronic_069-074-075,guitar_electronic_028-072-025
527,keyboard_acoustic_004-068-100,guitar_acoustic_014-050-127
528,keyboard_electronic_001-080-127,string_acoustic_056-079-050
529,string_acoustic_056-061-075,flute_acoustic_002-074-025
530,keyboard_synthetic_000-055-075,guitar_acoustic_010-059-127
531,keyboard_synthetic_000-084-050,string_acoustic_057-062-050
532,keyboard_acoustic_004-048-100,guitar_acoustic_010-069-100
533,string_acoustic_057-078-127,guitar_electronic_028-055-050
534,flute_acoustic_002-074-025,string_acoustic_014-061-100
535,string_acoustic_014-048-075,guitar_acoustic_014-056-100
536,keyboard_electronic_002-048-050,guitar_acoustic_010-050-050
537,keyboard_electronic_003-063-025,guitar_acoustic_014-056-025
538,guitar_electronic_028-062-127,string_acoustic_014-049-127
539,keyboard_electronic_098-079-127,flute_synthetic_000-054-025
540,guitar_acoustic_030-073-075,keyboard_electronic_078-080-100
541,keyboard_electronic_078-077-127,flute_synthetic_000-080-050
542,keyboard_electronic_002-059-025,flute_synthetic_000-053-127
543,string_acoustic_071-050-050,flute_acoustic_002-075-100
544,string_acoustic_056-057-127,keyboard_synthetic_000-066-127
545,guitar_acoustic_015-062-100,flute_synthetic_000-058-100
546,keyboard_electronic_003-057-100,flute_synthetic_000-048-100
547,guitar_electronic_022-063-025,string_acoustic_014-050-127
548,guitar_acoustic_021-069-127,string_acoustic_014-059-075
549,keyboard_electronic_002-073-100,flute_synthetic_000-070-127
550,guitar_electronic_028-072-075,keyboard_electronic_078-069-100
551,string_acoustic_057-068-100,flute_acoustic_002-068-050
552,guitar_acoustic_010-060-127,keyboard_electronic_098-069-100
553,keyboard_electronic_078-077-127,guitar_acoustic_014-060-050
554,string_acoustic_057-067-100,guitar_acoustic_030-048-025
555,guitar_acoustic_021-064-127,string_acoustic_071-052-127
556,guitar_electronic_022-051-075,flute_synthetic_000-081-127
557,flute_acoustic_002-078-025,string_acoustic_056-052-075
558,string_acoustic_056-071-050,keyboard_electronic_069-052-075
559,string_acoustic_057-070-100,flute_acoustic_002-075-100
560,flute_synthetic_000-049-100,guitar_electronic_028-062-127
561,flute_synthetic_000-073-075,string_acoustic_057-070-050
562,flute_synthetic_000-058-025,guitar_electronic_028-072-050
563,guitar_acoustic_021-068-100,string_acoustic_057-082-050
564,keyboard_synthetic_000-082-025,flute_synthetic_000-049-100
565,keyboard_synthetic_000-072-050,flute_synthetic_000-079-100
566,guitar_electronic_028-050-100,flute_synthetic_000-050-127
567,guitar_acoustic_030-059-075,flute_acoustic_002-071-127
568,guitar_electronic_028-077-127,flute_synthetic_000-053-025
569,string_acoustic_056-062-127,guitar_acoustic_021-056-075
570,flute_acoustic_002-084-025,guitar_acoustic_021-062-075
571,keyboard_electronic_098-075-127,flute_synthetic_000-072-075
572,flute_acoustic_002-081-075,guitar_electronic_028-060-075
573,guitar_acoustic_015-084-127,keyboard_acoustic_004-075-100
574,flute_synthetic_000-062-025,keyboard_electronic_001-048-127
575,string_acoustic_056-059-100,flute_synthetic_000-079-025
576,keyboard_synthetic_000-070-100,string_acoustic_012-049-025
577,flute_synthetic_000-072-050,string_acoustic_014-054-100
578,keyboard_electronic_001-054-075,string_acoustic_056-065-100
579,string_acoustic_056-063-127,flute_synthetic_000-068-075
580,flute_acoustic_002-083-100,keyboard_electronic_002-072-075
581,keyboard_electronic_001-048-050,flute_acoustic_002-072-127
582,flute_synthetic_000-061-050,guitar_electronic_022-059-050
583,keyboard_synthetic_000-084-100,flute_synthetic_000-081-075
584,flute_synthetic_000-054-025,keyboard_electronic_001-068-075
585,string_acoustic_056-056-025,flute_synthetic_000-048-127
586,guitar_electronic_028-059-025,keyboard_electronic_078-071-127
587,guitar_acoustic_010-080-075,string_acoustic_057-068-100
588,keyboard_electronic_078-079-025,string_acoustic_056-071-050
589,keyboard_acoustic_004-081-050,flute_synthetic_000-057-100
590,flute_synthetic_000-076-025,string_acoustic_014-061-127
591,keyboard_electronic_002-078-127,string_acoustic_014-058-050
592,string_acoustic_071-054-075,flute_synthetic_000-072-100
593,string_acoustic_014-065-075,flute_acoustic_002-077-050
594,guitar_acoustic_010-074-075,keyboard_synthetic_000-062-075
595,flute_synthetic_000-073-050,string_acoustic_014-055-025
596,string_acoustic_057-073-127,keyboard_electronic_001-057-100
597,string_acoustic_056-065-127,flute_synthetic_000-073-127
598,guitar_acoustic_010-069-100,keyboard_electronic_001-061-050
599,flute_synthetic_000-054-075,keyboard_electronic_078-080-075
600,guitar_acoustic_010-054-025,keyboard_electronic_078-061-127
601,string_acoustic_071-054-075,keyboard_acoustic_004-082-050
602,flute_synthetic_000-053-127,string_acoustic_056-074-075
603,flute_synthetic_000-068-050,keyboard_electronic_069-052-075
604,keyboard_electronic_098-061-075,string_acoustic_057-080-127
605,flute_acoustic_002-077-025,guitar_acoustic_010-056-050
606,string_acoustic_056-079-127,flute_acoustic_002-072-127
607,flute_acoustic_002-083-100,keyboard_electronic_002-063-050
608,guitar_acoustic_015-077-100,flute_synthetic_000-068-050
609,flute_synthetic_000-079-127,keyboard_electronic_003-074-075
610,keyboard_electronic_098-057-075,string_acoustic_056-052-075
611,flute_synthetic_000-053-127,keyboard_electronic_069-077-100
612,string_acoustic_057-065-100,keyboard_electronic_069-077-100
613,string_acoustic_056-061-100,keyboard_electronic_001-053-025
614,string_acoustic_057-055-100,keyboard_electronic_001-063-075
615,string_acoustic_057-069-075,flute_acoustic_002-072-127
616,string_acoustic_057-061-050,keyboard_acoustic_004-075-100
617,guitar_electronic_028-052-050,flute_acoustic_002-078-050
618,keyboard_electronic_098-061-075,guitar_acoustic_030-062-025
619,flute_synthetic_000-055-050,keyboard_synthetic_000-048-075
620,keyboard_electronic_003-083-100,string_acoustic_014-061-100
621,guitar_acoustic_014-075-050,flute_synthetic_000-068-050
622,guitar_acoustic_014-066-050,keyboard_electronic_078-083-025
623,string_acoustic_071-054-075,keyboard_electronic_069-074-075
624,flute_synthetic_000-049-100,string_acoustic_057-067-100
625,keyboard_electronic_001-062-050,flute_synthetic_000-054-025
626,keyboard_electronic_098-082-025,string_acoustic_056-059-100
627,flute_synthetic_000-083-127,string_acoustic_071-052-025
628,keyboard_electronic_069-064-127,guitar_acoustic_015-083-127
629,string_acoustic_014-059-075,keyboard_electronic_069-061-050
630,flute_synthetic_000-064-127,string_acoustic_080-049-127
631,keyboard_electronic_098-084-100,guitar_acoustic_014-077-050
632,flute_synthetic_000-058-025,keyboard_electronic_002-063-025
633,flute_synthetic_000-079-127,keyboard_electronic_069-080-075
634,flute_synthetic_000-076-025,guitar_acoustic_021-072-127
635,keyboard_electronic_098-069-100,guitar_electronic_028-075-050
636,string_acoustic_014-062-127,guitar_acoustic_015-051-025
637,flute_synthetic_000-063-075,guitar_electronic_028-048-127
638,string_acoustic_056-062-075,flute_acoustic_002-067-025
639,keyboard_electronic_001-048-050,string_acoustic_014-061-025
640,keyboard_acoustic_004-058-127,flute_synthetic_000-083-127
641,guitar_acoustic_021-057-127,flute_acoustic_002-077-100
642,flute_synthetic_000-072-025,guitar_acoustic_014-057-075
643,keyboard_acoustic_004-081-050,guitar_acoustic_021-053-100
644,guitar_electronic_022-052-075,keyboard_electronic_069-081-075
645,string_acoustic_056-078-127,keyboard_electronic_069-057-100
646,guitar_acoustic_021-074-127,keyboard_electronic_002-052-025
647,keyboard_electronic_002-072-050,string_acoustic_056-072-100
648,keyboard_electronic_098-073-127,string_acoustic_057-072-050
649,flute_synthetic_000-062-025,string_acoustic_071-052-127
650,keyboard_electronic_069-075-075,guitar_acoustic_015-054-100
651,guitar_electronic_028-050-100,string_acoustic_057-075-075
652,keyboard_electronic_003-050-050,guitar_acoustic_014-076-025
653,flute_synthetic_000-054-075,guitar_electronic_022-051-075
654,flute_synthetic_000-049-050,keyboard_synthetic_000-076-100
655,flute_synthetic_000-062-075,string_acoustic_057-067-100
656,string_acoustic_012-055-025,guitar_acoustic_014-083-050
657,flute_acoustic_002-074-025,string_acoustic_056-052-075
658,flute_acoustic_002-077-100,guitar_acoustic_014-058-050
659,keyboard_electronic_098-060-100,flute_synthetic_000-072-075
660,guitar_acoustic_021-058-050,keyboard_electronic_002-075-100
661,flute_synthetic_000-079-100,guitar_acoustic_021-053-025
662,guitar_acoustic_021-051-100,string_acoustic_057-062-050
663,string_acoustic_056-067-025,guitar_acoustic_030-062-050
664,flute_synthetic_000-053-127,string_acoustic_080-048-025
665,flute_synthetic_000-058-025,string_acoustic_056-061-075
666,string_acoustic_080-053-050,keyboard_acoustic_004-065-100
667,flute_synthetic_000-071-127,keyboard_acoustic_004-061-025
668,guitar_acoustic_010-050-100,string_acoustic_014-051-100
669,keyboard_electronic_002-060-050,guitar_acoustic_021-049-050
670,string_acoustic_057-084-127,keyboard_electronic_001-072-127
671,keyboard_acoustic_004-072-127,flute_synthetic_000-081-127
672,flute_acoustic_002-079-100,string_acoustic_057-073-025
673,guitar_acoustic_010-072-050,flute_acoustic_002-075-100
674,string_acoustic_014-051-100,guitar_acoustic_021-084-100
675,guitar_electronic_022-067-127,string_acoustic_071-051-127
676,string_acoustic_080-050-075,keyboard_electronic_003-059-050
677,guitar_acoustic_014-062-127,flute_synthetic_000-083-050
678,flute_synthetic_000-049-025,keyboard_electronic_003-063-075
679,guitar_acoustic_030-076-100,flute_synthetic_000-054-127
680,keyboard_acoustic_004-082-050,guitar_acoustic_030-051-127
681,keyboard_acoustic_004-078-025,flute_acoustic_002-074-025
682,keyboard_synthetic_000-061-100,flute_synthetic_000-050-050
683,keyboard_acoustic_004-082-050,guitar_acoustic_014-061-127
684,string_acoustic_012-053-025,flute_synthetic_000-058-025
685,flute_synthetic_000-052-025,string_acoustic_080-054-050
686,guitar_acoustic_014-054-127,keyboard_electronic_002-063-050
687,guitar_electronic_022-054-100,flute_acoustic_002-083-100
688,keyboard_acoustic_004-075-100,flute_synthetic_000-061-050
689,guitar_electronic_028-052-050,flute_synthetic_000-070-127
690,guitar_acoustic_021-077-100,flute_acoustic_002-073-127
691,flute_acoustic_002-069-025,keyboard_acoustic_004-071-100
692,keyboard_electronic_069-080-100,string_acoustic_056-060-075
693,keyboard_electronic_002-073-075,string_acoustic_057-082-050
694,string_acoustic_071-055-050,flute_acoustic_002-075-100
695,flute_synthetic_000-062-075,guitar_acoustic_014-050-127
696,keyboard_acoustic_004-063-100,guitar_acoustic_021-055-100
697,guitar_acoustic_015-074-100,keyboard_electronic_069-048-025
698,string_acoustic_057-064-050,flute_acoustic_002-068-050
699,flute_acoustic_002-078-100,string_acoustic_056-079-127
700,string_acoustic_056-065-100,flute_acoustic_002-077-050
701,flute_synthetic_000-050-127,guitar_electronic_028-084-127
702,flute_acoustic_002-074-025,string_acoustic_014-049-127
703,keyboard_synthetic_000-084-025,guitar_acoustic_021-077-100
704,keyboard_electronic_069-077-050,string_acoustic_012-053-025
705,guitar_acoustic_021-062-075,flute_synthetic_000-079-025
706,keyboard_electronic_003-058-100,string_acoustic_057-078-075
707,flute_synthetic_000-079-127,string_acoustic_057-064-050
708,guitar_acoustic_021-077-050,keyboard_electronic_001-071-025
709,guitar_electronic_028-069-025,string_acoustic_057-069-075
710,guitar_acoustic_021-083-025,string_acoustic_071-050-050
711,guitar_acoustic_015-052-100,flute_acoustic_002-074-025
712,guitar_acoustic_015-060-025,flute_synthetic_000-066-025
713,flute_synthetic_000-048-100,guitar_acoustic_010-077-127
714,guitar_acoustic_015-068-127,flute_acoustic_002-080-050
715,string_acoustic_056-054-100,keyboard_electronic_098-061-075
716,string_acoustic_014-050-127,flute_acoustic_002-079-127
717,flute_synthetic_000-076-025,guitar_electronic_022-059-050
718,keyboard_electronic_098-080-025,flute_synthetic_000-062-075
719,flute_synthetic_000-049-050,guitar_acoustic_015-048-025
720,flute_synthetic_000-052-025,string_acoustic_056-065-127
721,string_acoustic_056-051-025,flute_acoustic_002-077-100
722,flute_synthetic_000-079-100,keyboard_acoustic_004-048-100
723,string_acoustic_012-048-100,flute_synthetic_000-055-050
724,flute_synthetic_000-079-127,keyboard_synthetic_000-049-100
725,flute_synthetic_000-081-127,string_acoustic_014-061-127
726,string_acoustic_056-060-075,flute_acoustic_002-067-025
727,keyboard_electronic_078-074-050,flute_synthetic_000-054-025
728,string_acoustic_056-067-127,keyboard_electronic_098-084-100
