qualities,pitch,note,instrument_source_str,velocity,instrument_str,instrument,sample_rate,qualities_str,instrument_source,note_str,instrument_family,instrument_family_str
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",41,181437,acoustic,100,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-041-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",63,302461,electronic,127,organ_electronic_057,701,16000,[],1,organ_electronic_057-063-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",73,297596,electronic,100,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-073-100,4,keyboard
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",80,210388,electronic,50,organ_electronic_007,123,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-080-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,122232,electronic,100,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-026-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,271096,electronic,75,bass_electronic_018,759,16000,[],1,bass_electronic_018-044-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",53,112222,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-053-100,3,guitar
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",73,139542,synthetic,127,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-073-127,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",17,262805,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-017-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",37,71738,synthetic,127,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-037-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",49,82389,acoustic,75,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-049-075,1,brass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",53,296441,electronic,25,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-053-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80,109508,electronic,100,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-080-100,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",81,164527,acoustic,25,guitar_acoustic_014,263,16000,['fast_decay'],0,guitar_acoustic_014-081-025,3,guitar
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",104,12264,synthetic,75,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-104-075,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",42,168360,acoustic,25,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-042-025,3,guitar
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",66,245098,synthetic,127,bass_synthetic_034,420,16000,"['distortion', 'tempo-synced']",2,bass_synthetic_034-066-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35,269546,electronic,127,bass_electronic_018,759,16000,[],1,bass_electronic_018-035-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",68,172006,acoustic,100,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-068-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",45,61608,acoustic,50,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-045-050,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",55,255260,electronic,25,bass_electronic_025,872,16000,[],1,bass_electronic_025-055-025,0,bass
"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",93,88151,acoustic,100,string_acoustic_057,450,16000,"['nonlinear_env', 'reverb']",0,string_acoustic_057-093-100,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50,169004,acoustic,50,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-050-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25,18611,acoustic,25,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-025-025,1,brass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",29,133845,electronic,127,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-029-127,6,organ
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",82,110261,acoustic,100,mallet_acoustic_062,644,16000,['multiphonic'],0,mallet_acoustic_062-082-100,5,mallet
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",76,38175,acoustic,25,string_acoustic_056,436,16000,"['fast_decay', 'percussive', 'reverb']",0,string_acoustic_056-076-025,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",46,15762,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-046-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",43,94698,acoustic,127,brass_acoustic_059,572,16000,['reverb'],0,brass_acoustic_059-043-127,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",40,43183,acoustic,50,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-040-050,1,brass
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",105,193047,synthetic,100,bass_synthetic_135,927,16000,"['bright', 'distortion']",2,bass_synthetic_135-105-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",29,99748,acoustic,25,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-029-025,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",91,241267,synthetic,25,bass_synthetic_068,656,16000,['fast_decay'],2,bass_synthetic_068-091-025,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103,174457,electronic,127,guitar_electronic_028,510,16000,['bright'],1,guitar_electronic_028-103-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96,57543,electronic,25,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-096-025,3,guitar
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",16,304676,electronic,127,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-016-127,6,organ
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",24,46821,synthetic,25,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-024-025,10,vocal
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",55,105577,acoustic,50,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-055-050,8,string
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,193672,electronic,75,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-030-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,174941,acoustic,100,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-071-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",35,184228,electronic,127,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-035-127,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",22,247500,electronic,127,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-022-127,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",31,234292,synthetic,100,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-031-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",76,45858,acoustic,100,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-076-100,7,reed
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,72973,acoustic,100,brass_acoustic_046,414,16000,['bright'],0,brass_acoustic_046-065-100,1,brass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",106,299795,electronic,25,organ_electronic_028,440,16000,['bright'],1,organ_electronic_028-106-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",76,185240,acoustic,127,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-076-127,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",36,213054,synthetic,50,bass_synthetic_098,803,16000,['dark'],2,bass_synthetic_098-036-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",29,141936,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-029-127,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",116,168727,acoustic,50,mallet_acoustic_056,590,16000,['bright'],0,mallet_acoustic_056-116-050,5,mallet
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",61,190128,electronic,127,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-061-127,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",86,112224,synthetic,75,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-086-075,2,flute
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",53,85879,acoustic,50,string_acoustic_080,675,16000,"['long_release', 'reverb']",0,string_acoustic_080-053-050,8,string
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",46,122429,acoustic,100,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-046-100,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25,283231,electronic,50,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-025-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,190817,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-065-100,3,guitar
"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",62,2698,acoustic,127,string_acoustic_014,100,16000,"['dark', 'fast_decay', 'percussive', 'reverb']",0,string_acoustic_014-062-127,8,string
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",86,293046,electronic,50,keyboard_electronic_002,50,16000,"['fast_decay', 'percussive']",1,keyboard_electronic_002-086-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50,189813,electronic,50,organ_electronic_104,921,16000,[],1,organ_electronic_104-050-050,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",103,47627,acoustic,75,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-103-075,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",37,179868,acoustic,100,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-037-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",59,300521,electronic,50,keyboard_electronic_003,65,16000,['dark'],1,keyboard_electronic_003-059-050,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",36,287253,electronic,50,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-036-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,219221,synthetic,75,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-105-075,0,bass
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",44,193269,synthetic,25,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-044-025,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",24,111584,synthetic,50,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-024-050,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",36,96538,acoustic,100,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-036-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",74,5422,acoustic,25,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-074-025,1,brass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",23,94017,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-023-050,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",35,84147,synthetic,50,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-035-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94,101051,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-094-127,4,keyboard
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",57,12819,synthetic,25,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-057-025,10,vocal
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",100,25062,acoustic,25,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-100-025,1,brass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",24,245411,electronic,127,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-024-127,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",33,44110,acoustic,100,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-033-100,8,string
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",26,130281,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-026-025,2,flute
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",21,201864,synthetic,25,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-021-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96,263336,electronic,25,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-096-025,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",42,199007,synthetic,127,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-042-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",66,111172,acoustic,25,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-066-025,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",44,74684,synthetic,50,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-044-050,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",45,172323,synthetic,25,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-045-025,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",53,139629,acoustic,100,reed_acoustic_011,104,16000,['bright'],0,reed_acoustic_011-053-100,7,reed
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",70,194833,synthetic,127,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-070-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,231713,electronic,100,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-025-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",64,78148,acoustic,127,guitar_acoustic_021,457,16000,['distortion'],0,guitar_acoustic_021-064-127,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",53,197027,electronic,50,keyboard_electronic_003,65,16000,['dark'],1,keyboard_electronic_003-053-050,4,keyboard
"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",82,34260,electronic,100,keyboard_electronic_002,50,16000,"['distortion', 'fast_decay']",1,keyboard_electronic_002-082-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",21,277877,electronic,100,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-021-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",36,92709,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-036-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",67,65965,electronic,75,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-067-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69,201170,synthetic,100,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-069-100,0,bass
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",102,157647,acoustic,75,mallet_acoustic_062,644,16000,"['bright', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-102-075,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",55,225568,electronic,75,organ_electronic_104,921,16000,[],1,organ_electronic_104-055-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,25656,acoustic,25,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-044-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97,271339,synthetic,127,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-097-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",94,142408,electronic,75,keyboard_electronic_098,905,16000,"['fast_decay', 'percussive']",1,keyboard_electronic_098-094-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",57,280599,electronic,25,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-057-025,3,guitar
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",21,75322,electronic,127,keyboard_electronic_098,905,16000,"['dark', 'distortion']",1,keyboard_electronic_098-021-127,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",105,283001,electronic,75,keyboard_electronic_001,40,16000,['long_release'],1,keyboard_electronic_001-105-075,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",52,234531,synthetic,127,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-052-127,0,bass
"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",91,201999,electronic,100,organ_electronic_007,123,16000,"['long_release', 'nonlinear_env']",1,organ_electronic_007-091-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",81,80858,acoustic,75,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-081-075,2,flute
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",69,259139,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-069-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24,290458,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-024-127,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",70,151127,electronic,127,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-070-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",56,127864,acoustic,25,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-056-025,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",81,3992,electronic,127,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-081-127,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",61,287321,electronic,50,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-061-050,4,keyboard
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",29,7670,synthetic,50,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-029-050,10,vocal
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",83,223822,acoustic,50,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-083-050,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",71,254119,synthetic,50,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-071-050,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50,209348,electronic,127,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-050-127,6,organ
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113,123778,acoustic,50,mallet_acoustic_056,590,16000,['bright'],0,mallet_acoustic_056-113-050,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",85,93233,acoustic,127,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-085-127,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",49,261747,electronic,50,bass_electronic_027,880,16000,[],1,bass_electronic_027-049-050,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",66,40308,acoustic,127,brass_acoustic_016,128,16000,['bright'],0,brass_acoustic_016-066-127,1,brass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",33,51406,synthetic,127,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-033-127,10,vocal
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",42,223628,synthetic,127,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-042-127,0,bass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",45,232297,electronic,100,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-045-100,6,organ
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",64,196271,synthetic,100,bass_synthetic_134,914,16000,"['dark', 'fast_decay', 'reverb']",2,bass_synthetic_134-064-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",107,217044,acoustic,127,keyboard_acoustic_004,327,16000,"['percussive', 'reverb']",0,keyboard_acoustic_004-107-127,4,keyboard
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",101,159977,synthetic,100,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",2,keyboard_synthetic_000-101-100,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,76958,acoustic,100,brass_acoustic_016,128,16000,['bright'],0,brass_acoustic_016-064-100,1,brass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",104,123561,acoustic,50,guitar_acoustic_014,263,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_014-104-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",34,274662,electronic,75,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-034-075,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",71,272725,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-071-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",99,15820,electronic,127,keyboard_electronic_001,40,16000,['percussive'],1,keyboard_electronic_001-099-127,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",64,19880,synthetic,100,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-064-100,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",46,218279,electronic,25,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-046-025,6,organ
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",10,205856,electronic,127,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-010-127,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",63,102999,acoustic,100,mallet_acoustic_056,590,16000,"['fast_decay', 'percussive']",0,mallet_acoustic_056-063-100,5,mallet
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43,102294,acoustic,127,reed_acoustic_011,104,16000,['bright'],0,reed_acoustic_011-043-127,7,reed
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",72,106786,acoustic,50,mallet_acoustic_062,644,16000,"['dark', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-072-050,5,mallet
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",63,38920,synthetic,100,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-063-100,10,vocal
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",39,198460,electronic,25,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-039-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",86,34125,acoustic,100,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-086-100,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",24,129970,acoustic,100,guitar_acoustic_015,316,16000,"['long_release', 'reverb']",0,guitar_acoustic_015-024-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,259395,synthetic,75,bass_synthetic_068,656,16000,[],2,bass_synthetic_068-071-075,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",72,61159,synthetic,50,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-072-050,2,flute
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",36,113490,acoustic,100,string_acoustic_080,675,16000,"['long_release', 'reverb']",0,string_acoustic_080-036-100,8,string
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",33,51864,synthetic,50,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-033-050,10,vocal
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",90,201801,synthetic,75,bass_synthetic_068,656,16000,['fast_decay'],2,bass_synthetic_068-090-075,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",22,182553,acoustic,50,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-022-050,4,keyboard
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",81,242860,electronic,127,keyboard_electronic_078,838,16000,"['bright', 'fast_decay']",1,keyboard_electronic_078-081-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",93,263694,acoustic,75,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-093-075,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",39,84323,acoustic,25,brass_acoustic_006,43,16000,"['long_release', 'reverb']",0,brass_acoustic_006-039-025,1,brass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",35,84488,acoustic,50,string_acoustic_071,609,16000,"['long_release', 'reverb']",0,string_acoustic_071-035-050,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",38,29176,acoustic,25,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-038-025,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",32,257831,synthetic,75,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-032-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",73,51638,acoustic,75,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-073-075,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",91,69841,synthetic,100,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-091-100,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",56,148184,acoustic,100,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-056-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,209022,electronic,127,bass_electronic_025,872,16000,[],1,bass_electronic_025-031-127,0,bass
